out,expe,Tztype,times,Campe,condi,Hytype,year
1,3,2,1,191.82,142,x1,2008
1,10,2,1,191.82,142,x1,2008
1,4,1,1,191.82,157,x1,2008
1,0,1,1,581.53,142,x1,2008
1,0,12,0,191.82,253,x2,2008
1,5,12,0,191.82,253,x2,2008
1,3,12,0,191.82,253,x2,2008
1,7,12,0,191.82,253,x2,2008
1,6,12,0,191.82,253,x2,2008
1,7,12,0,191.82,253,x2,2008
1,7,12,0,191.82,253,x2,2008
1,3,4,0,191.82,142,x2,2008
1,3,4,0,191.82,142,x2,2008
1,3,4,0,191.82,142,x2,2008
1,3,2,1,191.82,125,x2,2008
1,3,2,1,191.82,125,x2,2008
1,4,3,0,2661.14,17,x2,2008
1,10,4,0,2661.14,142,x2,2008
1,4,1,1,581.53,95,x2,2008
1,10,4,1,581.53,142,x2,2008
1,3,4,1,581.53,142,x2,2008
1,10,4,1,581.53,142,x2,2008
1,3,1,1,721.34,142,x2,2007
1,17,3,1,721.34,95,x2,2007
1,4,3,1,721.34,95,x2,2007
1,17,3,1,721.34,95,x2,2007
1,3,4,1,721.34,142,x2,2007
1,17,3,1,721.34,148,x2,2007
1,3,3,1,721.34,148,x2,2007
1,3,3,1,721.34,148,x2,2007
1,4,1,1,721.34,142,x2,2007
1,0,1,1,721.34,148,x2,2007
1,1,2,1,284.33,66,x2,2007
1,1,2,1,284.33,66,x2,2007
1,3,12,0,284.33,253,x2,2007
1,5,12,0,284.33,253,x2,2007
1,7,12,0,284.33,253,x2,2007
1,3,12,1,284.33,253,x2,2007
1,7,12,1,284.33,253,x2,2007
1,3,1,1,284.33,339,x2,2007
1,3,1,1,284.33,142,x2,2007
1,7,1,1,284.33,135,x2,2007
1,3,2,0,2486.16,148,x2,2007
1,7,2,1,2486.16,148,x2,2007
1,3,2,1,2486.16,17,x2,2007
1,3,2,1,2486.16,161,x2,2007
1,7,2,1,2486.16,161,x2,2007
1,12,1,1,2486.16,95,x2,2007
1,3,1,1,26.17,157,x2,2006
1,3,1,1,26.17,125,x2,2006
1,3,1,1,26.17,125,x2,2006
1,3,3,0,628.83,142,x3,2008
1,3,3,0,628.83,148,x3,2008
1,75,5,0,628.83,208,x3,2008
1,23,5,0,628.83,208,x3,2008
1,0,1,1,628.83,142,x3,2008
1,0,1,1,191.82,95,x3,2008
1,0,2,1,191.82,142,x3,2008
1,0,2,1,191.82,142,x3,2008
1,5,2,1,2661.14,142,x3,2008
1,4,2,1,2661.14,142,x3,2008
1,4,3,1,2661.14,148,x3,2008
1,3,3,1,2661.14,148,x3,2008
1,3,3,1,2661.14,148,x3,2008
1,17,1,1,2661.14,125,x3,2008
1,0,1,1,2661.14,361,x3,2008
1,1,1,1,2661.14,148,x3,2008
1,1,2,1,2661.14,221,x3,2008
1,3,2,1,2661.14,221,x3,2008
1,2,3,1,2661.14,142,x3,2008
1,0,3,1,2661.14,142,x3,2008
1,2,1,1,2661.14,135,x3,2008
1,0,1,1,2661.14,221,x3,2008
1,17,1,1,2661.14,221,x3,2008
1,3,3,1,581.53,148,x3,2008
1,3,3,1,581.53,148,x3,2008
1,29,7,0,581.53,10,x3,2008
1,3,7,0,581.53,10,x3,2008
1,0,7,0,581.53,10,x3,2008
1,0,1,1,581.53,339,x3,2008
1,0,1,1,581.53,142,x3,2008
1,0,1,0,581.53,361,x3,2008
1,1,1,1,581.53,135,x3,2008
1,2,3,1,721.34,148,x3,2007
1,1,3,1,721.34,148,x3,2007
1,1,3,1,721.34,148,x3,2007
1,1,2,1,721.34,142,x3,2007
1,5,2,1,721.34,142,x3,2007
1,3,1,1,721.34,161,x3,2007
1,6,1,1,721.34,142,x3,2007
1,3,3,0,721.34,148,x3,2007
1,4,3,0,721.34,148,x3,2007
1,1,3,0,721.34,148,x3,2007
1,1,1,1,721.34,148,x3,2007
1,17,2,1,284.33,161,x3,2007
1,15,2,1,284.33,161,x3,2007
1,12,1,1,284.33,76,x3,2007
1,5,3,1,284.33,125,x3,2007
1,5,3,1,284.33,125,x3,2007
1,29,7,0,284.33,10,x3,2007
1,1,7,0,284.33,10,x3,2007
1,1,7,0,284.33,10,x3,2007
1,0,7,1,2486.16,10,x3,2007
1,8,3,0,2486.16,221,x3,2007
1,24,3,0,2486.16,221,x3,2007
1,3,2,1,2486.16,157,x3,2007
1,12,2,1,2486.16,157,x3,2007
1,17,1,1,392.31,95,x3,2007
1,3,1,1,392.31,82,x3,2007
1,7,3,1,26.17,221,x3,2006
1,4,1,0,351.6,95,x3,2006
1,75,5,0,628.83,208,x4,2008
1,23,5,0,628.83,208,x4,2008
1,75,5,0,26.44,208,x4,2006
1,13,2,0,351.6,221,x4,2006
1,24,2,0,351.6,221,x4,2006
1,11,2,1,26.44,256,x4,2006
1,9,2,1,26.44,256,x4,2006
1,5,3,1,581.53,361,x4,2008
1,3,3,1,581.53,361,x4,2008
1,3,3,1,581.53,361,x4,2008
1,5,1,0,581.53,339,x4,2008
1,1,3,0,628.83,208,x4,2008
1,1,3,0,628.83,208,x4,2008
1,1,3,1,2486.16,208,x4,2007
1,1,1,1,628.83,253,x4,2008
1,7,5,0,191.82,95,x4,2008
1,33,5,0,191.82,95,x4,2008
1,3,5,1,351.6,95,x4,2006
1,33,5,1,351.6,95,x4,2006
1,3,5,1,351.6,95,x4,2006
1,4,4,0,2486.16,148,x4,2007
1,17,4,0,2486.16,148,x4,2007
1,4,4,1,26.17,148,x4,2006
1,17,4,1,26.17,148,x4,2006
1,4,5,0,2661.14,95,x4,2008
1,17,5,0,2661.14,95,x4,2008
1,5,5,1,284.33,95,x4,2007
1,3,5,1,284.33,95,x4,2007
1,5,5,1,284.33,95,x4,2007
1,3,1,1,581.53,70,x4,2008
1,3,1,1,721.34,148,x4,2007
1,3,1,1,2486.16,256,x4,2007
1,40,1,1,392.31,95,x4,2007
1,0,1,1,2486.16,221,x4,2007
1,2,2,0,628.83,142,x5,2008
1,2,2,0,628.83,142,x5,2008
1,1,2,0,628.83,135,x5,2008
1,2,3,0,628.83,125,x5,2008
1,17,3,0,628.83,125,x5,2008
1,3,1,1,628.83,253,x5,2008
1,3,1,1,191.82,221,x5,2008
1,17,3,1,191.82,125,x5,2008
1,2,2,1,191.82,78,x5,2008
1,2,2,1,191.82,78,x5,2008
1,2,1,0,2661.14,125,x5,2008
1,22,2,0,2486.16,135,x5,2007
1,3,1,1,191.82,125,x6,2008
1,3,1,1,2661.14,135,x6,2008
1,15,2,0,2661.14,157,x6,2008
1,2,1,1,581.53,135,x6,2008
1,33,2,1,581.53,125,x6,2008
1,17,2,1,581.53,125,x6,2008
1,3,1,1,721.34,95,x6,2007
1,20,8,0,721.34,208,x6,2007
1,24,8,0,721.34,208,x6,2007
1,2,8,0,721.34,208,x6,2007
1,12,8,0,721.34,208,x6,2007
1,18,8,0,721.34,208,x6,2007
1,3,8,0,721.34,208,x6,2007
1,3,1,1,721.34,125,x6,2007
1,15,2,1,721.34,157,x6,2007
1,3,1,1,284.33,157,x6,2007
1,4,1,1,284.33,148,x6,2007
1,6,1,1,392.31,157,x6,2007
1,18,8,0,507.22,208,x6,2006
1,18,8,0,507.22,208,x6,2006
1,6,1,1,2486.16,157,x7,2007
1,3,3,1,392.31,95,x7,2007
1,17,3,1,392.31,95,x7,2007
1,4,3,1,392.31,95,x7,2007
1,3,2,1,628.83,135,x8,2008
1,3,2,1,628.83,135,x8,2008
1,75,3,0,628.83,37,x8,2008
1,10,3,0,628.83,37,x8,2008
1,2,5,0,628.83,361,x8,2008
1,2,5,0,628.83,361,x8,2008
1,2,1,1,191.82,148,x8,2008
1,8,13,0,191.82,221,x8,2008
1,8,13,0,191.82,221,x8,2008
1,32,13,0,191.82,221,x8,2008
1,23,13,0,191.82,221,x8,2008
1,2,13,0,191.82,221,x8,2008
1,1,13,0,191.82,221,x8,2008
1,12,1,1,191.82,253,x8,2008
1,17,3,0,191.82,78,x8,2008
1,3,3,0,191.82,78,x8,2008
1,17,1,1,191.82,95,x8,2008
1,75,2,1,191.82,106,x8,2008
1,75,2,1,191.82,106,x8,2008
1,4,5,0,191.82,221,x8,2008
1,3,1,1,191.82,125,x8,2008
1,3,3,0,2661.14,142,x8,2008
1,10,5,1,2661.14,361,x8,2008
1,3,5,1,2661.14,361,x8,2008
1,10,2,1,2661.14,66,x8,2008
1,10,2,1,2661.14,66,x8,2008
1,8,3,0,2661.14,339,x8,2008
1,14,3,0,2661.14,339,x8,2008
1,4,1,0,2661.14,125,x8,2008
1,5,1,1,2661.14,148,x8,2008
1,3,3,1,2661.14,142,x8,2008
1,9,3,1,2661.14,142,x8,2008
1,9,3,1,2661.14,142,x8,2008
1,14,8,0,2661.14,125,x8,2008
1,3,8,0,2661.14,125,x8,2008
1,20,8,0,2661.14,125,x8,2008
1,3,8,0,2661.14,125,x8,2008
1,10,3,0,581.53,125,x8,2008
1,3,3,0,581.53,125,x8,2008
1,17,4,0,721.34,125,x8,2007
1,12,4,0,721.34,125,x8,2007
1,3,1,1,721.34,148,x8,2007
1,13,5,0,721.34,221,x8,2007
1,40,5,0,721.34,221,x8,2007
1,2,3,1,721.34,142,x8,2007
1,1,3,1,721.34,142,x8,2007
1,6,1,0,721.34,125,x8,2007
1,4,2,1,721.34,221,x8,2007
1,3,3,1,721.34,125,x8,2007
1,5,1,0,721.34,125,x8,2007
1,75,3,1,721.34,37,x8,2007
1,3,3,1,721.34,95,x8,2007
1,6,3,1,721.34,95,x8,2007
1,3,3,1,721.34,95,x8,2007
1,3,1,1,721.34,125,x8,2007
1,17,4,0,284.33,125,x8,2007
1,3,4,0,284.33,125,x8,2007
1,5,4,0,284.33,125,x8,2007
1,5,2,1,284.33,157,x8,2007
1,2,2,1,284.33,157,x8,2007
1,2,2,1,284.33,157,x8,2007
1,1,2,1,284.33,157,x8,2007
1,1,4,1,284.33,125,x8,2007
1,17,3,0,2486.16,78,x8,2007
1,8,4,0,2486.16,125,x8,2007
1,5,4,0,2486.16,125,x8,2007
1,75,3,1,2486.16,339,x8,2007
1,3,13,0,2486.16,221,x8,2007
1,8,13,0,2486.16,221,x8,2007
1,32,13,0,2486.16,221,x8,2007
1,8,13,0,2486.16,221,x8,2007
1,3,13,0,2486.16,221,x8,2007
1,23,13,0,2486.16,221,x8,2007
1,5,1,1,2486.16,135,x8,2007
1,12,1,0,2486.16,148,x8,2007
1,11,5,0,392.31,208,x8,2007
1,17,5,0,392.31,208,x8,2007
1,75,5,0,392.31,208,x8,2007
1,12,5,0,392.31,208,x8,2007
1,7,12,0,26.17,142,x8,2006
1,75,12,0,26.17,142,x8,2006
1,5,12,0,26.17,142,x8,2006
1,2,12,0,26.17,142,x8,2006
1,2,12,0,26.17,142,x8,2006
1,2,4,0,26.17,157,x8,2006
1,1,4,0,26.17,157,x8,2006
1,9,4,0,26.17,157,x8,2006
1,2,4,0,26.17,157,x8,2006
1,3,8,0,26.17,125,x8,2006
1,3,8,0,26.17,125,x8,2006
1,29,8,0,26.17,125,x8,2006
1,14,8,0,26.17,125,x8,2006
1,40,5,1,26.17,148,x8,2006
1,5,5,1,26.17,148,x8,2006
1,4,5,1,26.17,148,x8,2006
1,3,5,1,26.17,148,x8,2006
1,24,5,1,26.17,148,x8,2006
1,13,5,0,351.6,221,x8,2006
1,4,5,0,351.6,221,x8,2006
1,3,1,1,351.6,66,x8,2006
1,11,12,0,351.6,142,x8,2006
1,75,12,0,351.6,142,x8,2006
1,5,12,0,351.6,142,x8,2006
1,3,12,0,26.44,142,x8,2006
1,18,1,1,507.22,125,x8,2006
1,4,4,0,507.22,125,x8,2006
1,40,4,0,507.22,125,x8,2006
1,3,4,0,507.22,125,x8,2006
1,13,4,0,507.22,125,x8,2006
1,5,12,1,507.22,142,x8,2006
1,75,12,1,507.22,142,x8,2006
1,11,12,1,507.22,142,x8,2006
1,18,1,1,628.83,253,x9,2008
1,3,1,1,2661.14,339,x3,2008
1,9,2,1,284.33,37,x3,2007
1,0,2,1,284.33,37,x3,2007
1,5,1,1,191.82,339,x4,2008
1,0,3,0,581.53,135,x4,2008
1,2,3,0,581.53,135,x4,2008
1,2,3,0,581.53,135,x4,2008
1,22,1,1,721.34,148,x4,2007
1,3,1,0,284.33,36,x4,2007
1,75,2,1,628.83,125,x8,2008
1,4,2,1,628.83,125,x8,2008
1,4,1,1,191.82,135,x8,2008
1,4,8,0,191.82,157,x8,2008
1,3,8,0,191.82,157,x8,2008
1,4,8,0,191.82,157,x8,2008
1,2,8,0,191.82,157,x8,2008
1,3,8,0,191.82,157,x8,2008
1,3,8,0,191.82,157,x8,2008
1,29,3,1,2661.14,157,x8,2008
1,1,3,1,2661.14,157,x8,2008
1,3,3,1,2661.14,157,x8,2008
1,4,1,1,2661.14,142,x8,2008
1,3,1,1,2661.14,37,x8,2008
1,3,5,0,2661.14,20,x8,2008
1,12,5,0,2661.14,20,x8,2008
1,4,5,0,2661.14,20,x8,2008
1,12,1,1,721.34,253,x8,2007
1,5,9,0,721.34,135,x8,2007
1,5,9,0,721.34,135,x8,2007
1,3,9,0,721.34,135,x8,2007
1,3,8,1,2486.16,157,x8,2007
1,4,8,1,2486.16,157,x8,2007
1,12,5,0,392.31,20,x8,2007
1,2,5,0,392.31,20,x8,2007
1,3,9,0,392.31,135,x8,2007
1,5,9,1,26.17,135,x8,2006
1,3,9,1,26.17,135,x8,2006
1,12,3,0,351.6,157,x8,2006
1,8,3,0,351.6,157,x8,2006
1,12,3,1,507.22,157,x8,2006
1,5,1,1,507.22,42,x8,2006
0,1,1,1,591.82,123.3793103,x1,2008
0,1,1,1,981.53,117.3225806,x1,2008
0,13,1,1,1121.34,114.34375,x1,2007
0,1,1,1,1121.34,114.34375,x1,2007
0,1,4,0,2886.16,113.4411765,x1,2007
0,13,4,0,2886.16,113.4411765,x1,2007
0,1,4,1,751.6,108.5135135,x1,2006
0,13,4,1,751.6,108.5135135,x1,2006
0,13,4,1,907.22,104.4871795,x1,2006
0,13,4,1,907.22,104.4871795,x1,2006
0,2,4,1,907.22,104.4871795,x1,2006
0,7,4,1,907.22,104.4871795,x1,2006
0,2,1,1,1028.83,127.5357143,x2,2008
0,7,1,1,1028.83,127.5357143,x2,2008
0,15,1,1,1028.83,127.5357143,x2,2008
0,2,1,1,1028.83,127.5357143,x2,2008
0,1,2,0,591.82,123.3793103,x2,2008
0,2,1,1,591.82,123.3793103,x2,2008
0,3,2,1,591.82,123.3793103,x2,2008
0,8,2,1,591.82,123.3793103,x2,2008
0,2,1,1,591.82,123.3793103,x2,2008
0,15,3,1,591.82,123.3793103,x2,2008
0,1,3,1,591.82,123.3793103,x2,2008
0,1,3,1,591.82,123.3793103,x2,2008
0,22,3,0,591.82,123.3793103,x2,2008
0,6,3,0,591.82,123.3793103,x2,2008
0,3,1,1,3061.14,120.3,x2,2008
0,8,2,1,3061.14,120.3,x2,2008
0,8,2,1,3061.14,120.3,x2,2008
0,4,1,1,3061.14,120.3,x2,2008
0,2,1,1,3061.14,120.3,x2,2008
0,0,3,1,3061.14,120.3,x2,2008
0,1,3,1,3061.14,120.3,x2,2008
0,1,3,1,3061.14,120.3,x2,2008
0,13,1,1,3061.14,120.3,x2,2008
0,1,1,1,981.53,117.3225806,x2,2008
0,3,2,1,981.53,117.3225806,x2,2008
0,1,2,1,981.53,117.3225806,x2,2008
0,3,1,1,981.53,117.3225806,x2,2008
0,1,1,1,981.53,117.3225806,x2,2008
0,1,2,1,981.53,117.3225806,x2,2008
0,1,2,1,981.53,117.3225806,x2,2008
0,6,1,1,981.53,117.3225806,x2,2008
0,2,1,0,981.53,117.3225806,x2,2008
0,1,3,0,981.53,117.3225806,x2,2008
0,1,3,0,981.53,117.3225806,x2,2008
0,1,1,1,981.53,117.3225806,x2,2008
0,6,1,1,1121.34,114.34375,x2,2007
0,2,1,1,1121.34,114.34375,x2,2007
0,3,1,1,1121.34,114.34375,x2,2007
0,23,2,1,1121.34,114.34375,x2,2007
0,2,2,1,1121.34,114.34375,x2,2007
0,1,1,1,1121.34,114.34375,x2,2007
0,2,2,1,684.33,114.3030303,x2,2007
0,10,2,1,684.33,114.3030303,x2,2007
0,2,2,1,684.33,114.3030303,x2,2007
0,6,2,1,684.33,114.3030303,x2,2007
0,2,2,1,684.33,114.3030303,x2,2007
0,1,2,1,684.33,114.3030303,x2,2007
0,2,1,0,684.33,114.3030303,x2,2007
0,2,3,0,684.33,114.3030303,x2,2007
0,2,3,1,2886.16,113.4411765,x2,2007
0,11,3,1,2886.16,113.4411765,x2,2007
0,2,3,1,2886.16,113.4411765,x2,2007
0,73,1,1,2886.16,113.4411765,x2,2007
0,2,1,1,2886.16,113.4411765,x2,2007
0,1,1,1,792.31,112.0285714,x2,2007
0,2,1,1,792.31,112.0285714,x2,2007
0,10,1,0,792.31,112.0285714,x2,2007
0,8,3,1,376.17,109.8055556,x2,2006
0,1,3,1,376.17,109.8055556,x2,2006
0,7,3,1,376.17,109.8055556,x2,2006
0,2,1,1,376.17,109.8055556,x2,2006
0,6,2,1,376.17,109.8055556,x2,2006
0,6,2,1,376.17,109.8055556,x2,2006
0,0,3,1,376.17,109.8055556,x2,2006
0,4,1,1,376.17,109.8055556,x2,2006
0,1,1,1,376.17,109.8055556,x2,2006
0,5,1,0,376.17,109.8055556,x2,2006
0,1,3,1,751.6,108.5135135,x2,2006
0,3,3,1,751.6,108.5135135,x2,2006
0,13,3,1,751.6,108.5135135,x2,2006
0,13,1,1,751.6,108.5135135,x2,2006
0,4,1,1,751.6,108.5135135,x2,2006
0,1,3,1,751.6,108.5135135,x2,2006
0,2,4,1,376.44,106.3947368,x2,2006
0,2,4,1,376.44,106.3947368,x2,2006
0,6,4,1,376.44,106.3947368,x2,2006
0,1,4,1,376.44,106.3947368,x2,2006
0,13,3,1,376.44,106.3947368,x2,2006
0,1,1,1,376.44,106.3947368,x2,2006
0,6,2,0,907.22,104.4871795,x2,2006
0,1,2,0,907.22,104.4871795,x2,2006
0,15,1,1,1028.83,127.5357143,x3,2008
0,1,1,1,1028.83,127.5357143,x3,2008
0,1,1,1,1028.83,127.5357143,x3,2008
0,1,1,1,1028.83,127.5357143,x3,2008
0,9,1,1,1028.83,127.5357143,x3,2008
0,4,1,1,1028.83,127.5357143,x3,2008
0,5,2,1,1028.83,127.5357143,x3,2008
0,15,2,1,1028.83,127.5357143,x3,2008
0,3,1,1,591.82,123.3793103,x3,2008
0,3,1,1,591.82,123.3793103,x3,2008
0,1,2,1,591.82,123.3793103,x3,2008
0,6,2,1,591.82,123.3793103,x3,2008
0,2,2,1,591.82,123.3793103,x3,2008
0,6,2,1,591.82,123.3793103,x3,2008
0,1,2,0,591.82,123.3793103,x3,2008
0,5,1,1,591.82,123.3793103,x3,2008
0,1,1,1,591.82,123.3793103,x3,2008
0,4,1,1,591.82,123.3793103,x3,2008
0,8,1,1,591.82,123.3793103,x3,2008
0,1,2,1,3061.14,120.3,x3,2008
0,0,1,1,3061.14,120.3,x3,2008
0,1,1,1,3061.14,120.3,x3,2008
0,1,1,1,3061.14,120.3,x3,2008
0,4,1,1,3061.14,120.3,x3,2008
0,2,2,1,3061.14,120.3,x3,2008
0,2,2,1,3061.14,120.3,x3,2008
0,1,1,1,3061.14,120.3,x3,2008
0,13,2,1,3061.14,120.3,x3,2008
0,5,2,1,3061.14,120.3,x3,2008
0,3,1,1,3061.14,120.3,x3,2008
0,1,2,1,981.53,117.3225806,x3,2008
0,2,2,1,981.53,117.3225806,x3,2008
0,3,1,1,981.53,117.3225806,x3,2008
0,2,4,0,981.53,117.3225806,x3,2008
0,3,4,0,981.53,117.3225806,x3,2008
0,15,1,1,981.53,117.3225806,x3,2008
0,2,1,1,981.53,117.3225806,x3,2008
0,8,3,1,981.53,117.3225806,x3,2008
0,1,3,1,981.53,117.3225806,x3,2008
0,1,3,1,981.53,117.3225806,x3,2008
0,1,2,0,981.53,117.3225806,x3,2008
0,1,1,1,1121.34,114.34375,x3,2007
0,2,1,1,1121.34,114.34375,x3,2007
0,1,1,1,1121.34,114.34375,x3,2007
0,5,3,0,1121.34,114.34375,x3,2007
0,12,3,0,1121.34,114.34375,x3,2007
0,2,2,1,1121.34,114.34375,x3,2007
0,30,2,1,1121.34,114.34375,x3,2007
0,2,1,1,1121.34,114.34375,x3,2007
0,1,1,0,1121.34,114.34375,x3,2007
0,7,2,1,1121.34,114.34375,x3,2007
0,0,3,1,1121.34,114.34375,x3,2007
0,5,3,1,1121.34,114.34375,x3,2007
0,2,3,1,1121.34,114.34375,x3,2007
0,15,2,1,684.33,114.3030303,x3,2007
0,2,2,1,684.33,114.3030303,x3,2007
0,8,1,1,684.33,114.3030303,x3,2007
0,1,3,1,684.33,114.3030303,x3,2007
0,2,3,1,684.33,114.3030303,x3,2007
0,3,3,1,684.33,114.3030303,x3,2007
0,1,3,1,684.33,114.3030303,x3,2007
0,15,3,1,684.33,114.3030303,x3,2007
0,15,3,1,684.33,114.3030303,x3,2007
0,6,3,1,684.33,114.3030303,x3,2007
0,1,3,1,684.33,114.3030303,x3,2007
0,6,3,1,684.33,114.3030303,x3,2007
0,5,1,1,684.33,114.3030303,x3,2007
0,1,3,1,684.33,114.3030303,x3,2007
0,3,2,1,2886.16,113.4411765,x3,2007
0,6,2,1,2886.16,113.4411765,x3,2007
0,1,1,1,2886.16,113.4411765,x3,2007
0,1,2,0,2886.16,113.4411765,x3,2007
0,15,1,1,792.31,112.0285714,x3,2007
0,1,1,1,792.31,112.0285714,x3,2007
0,1,1,1,792.31,112.0285714,x3,2007
0,1,1,1,376.17,109.8055556,x3,2006
0,2,4,0,376.17,109.8055556,x3,2006
0,1,1,1,376.17,109.8055556,x3,2006
0,31,2,0,376.17,109.8055556,x3,2006
0,13,1,0,751.6,108.5135135,x3,2006
0,12,2,1,751.6,108.5135135,x3,2006
0,15,2,1,751.6,108.5135135,x3,2006
0,7,1,1,751.6,108.5135135,x3,2006
0,7,1,1,751.6,108.5135135,x3,2006
0,5,1,1,751.6,108.5135135,x3,2006
0,1,1,0,751.6,108.5135135,x3,2006
0,3,1,0,751.6,108.5135135,x3,2006
0,2,2,1,376.44,106.3947368,x3,2006
0,2,2,1,376.44,106.3947368,x3,2006
0,12,3,1,907.22,104.4871795,x3,2006
0,4,4,1,907.22,104.4871795,x3,2006
0,8,1,0,907.22,104.4871795,x3,2006
0,3,1,1,907.22,104.4871795,x3,2006
0,73,1,1,591.82,123.3793103,x4,2008
0,3,3,1,684.33,114.3030303,x4,2007
0,73,3,1,684.33,114.3030303,x4,2007
0,6,3,1,684.33,114.3030303,x4,2007
0,31,1,0,376.44,106.3947368,x4,2006
0,0,1,1,2886.16,113.4411765,x4,2007
0,7,2,0,981.53,117.3225806,x4,2008
0,1,2,1,376.17,109.8055556,x4,2006
0,1,1,1,591.82,123.3793103,x4,2008
0,9,2,0,981.53,117.3225806,x4,2008
0,9,2,0,981.53,117.3225806,x4,2008
0,1,10,0,1028.83,127.5357143,x4,2008
0,1,10,0,1028.83,127.5357143,x4,2008
0,1,10,0,1028.83,127.5357143,x4,2008
0,1,10,0,1121.34,114.34375,x4,2007
0,3,10,0,1121.34,114.34375,x4,2007
0,5,10,0,1121.34,114.34375,x4,2007
0,1,10,0,1121.34,114.34375,x4,2007
0,21,10,0,376.44,106.3947368,x4,2006
0,5,10,0,376.44,106.3947368,x4,2006
0,3,10,0,376.44,106.3947368,x4,2006
0,1,1,1,3061.14,120.3,x4,2008
0,4,1,1,376.17,109.8055556,x4,2006
0,13,1,1,684.33,114.3030303,x4,2007
0,6,2,1,591.82,123.3793103,x4,2008
0,3,2,1,591.82,123.3793103,x4,2008
0,15,2,1,591.82,123.3793103,x4,2008
0,15,2,1,591.82,123.3793103,x4,2008
0,21,4,1,981.53,117.3225806,x4,2008
0,6,4,1,981.53,117.3225806,x4,2008
0,1,1,0,1121.34,114.34375,x4,2007
0,2,2,1,1028.83,127.5357143,x4,2008
0,1,2,1,1028.83,127.5357143,x4,2008
0,7,2,1,981.53,117.3225806,x4,2008
0,5,2,1,981.53,117.3225806,x4,2008
0,3,1,1,1121.34,114.34375,x4,2007
0,73,1,1,981.53,117.3225806,x4,2008
0,1,1,1,2886.16,113.4411765,x4,2007
0,38,1,1,591.82,123.3793103,x4,2008
0,6,2,1,684.33,114.3030303,x4,2007
0,3,2,1,684.33,114.3030303,x4,2007
0,1,1,1,3061.14,120.3,x4,2008
0,1,1,1,1121.34,114.34375,x4,2007
0,1,1,1,1028.83,127.5357143,x4,2008
0,12,3,0,3061.14,120.3,x4,2008
0,1,3,1,792.31,112.0285714,x4,2007
0,12,3,1,792.31,112.0285714,x4,2007
0,5,1,1,2886.16,113.4411765,x4,2007
0,22,2,1,751.6,108.5135135,x4,2006
0,27,2,1,751.6,108.5135135,x4,2006
0,27,1,1,1028.83,127.5357143,x4,2008
0,13,1,1,1121.34,114.34375,x4,2007
0,3,7,0,1028.83,127.5357143,x4,2008
0,1,7,0,1028.83,127.5357143,x4,2008
0,2,7,0,1028.83,127.5357143,x4,2008
0,1,7,0,2886.16,113.4411765,x4,2007
0,3,7,0,2886.16,113.4411765,x4,2007
0,2,7,0,2886.16,113.4411765,x4,2007
0,3,7,1,751.6,108.5135135,x4,2006
0,5,1,1,981.53,117.3225806,x4,2008
0,1,2,1,376.17,109.8055556,x4,2006
0,11,2,1,376.17,109.8055556,x4,2006
0,1,2,1,981.53,117.3225806,x4,2008
0,1,2,1,981.53,117.3225806,x4,2008
0,30,1,1,3061.14,120.3,x4,2008
0,8,1,1,751.6,108.5135135,x4,2006
0,1,1,1,376.17,109.8055556,x4,2006
0,1,9,0,591.82,123.3793103,x4,2008
0,31,9,0,591.82,123.3793103,x4,2008
0,10,9,0,591.82,123.3793103,x4,2008
0,73,9,0,591.82,123.3793103,x4,2008
0,73,9,0,1121.34,114.34375,x4,2007
0,31,9,0,1121.34,114.34375,x4,2007
0,10,9,0,1121.34,114.34375,x4,2007
0,73,9,1,684.33,114.3030303,x4,2007
0,10,9,1,684.33,114.3030303,x4,2007
0,3,2,0,2886.16,113.4411765,x4,2007
0,1,2,0,2886.16,113.4411765,x4,2007
0,21,5,0,3061.14,120.3,x4,2008
0,9,5,0,3061.14,120.3,x4,2008
0,9,5,0,3061.14,120.3,x4,2008
0,12,5,1,2886.16,113.4411765,x4,2007
0,9,5,1,2886.16,113.4411765,x4,2007
0,22,2,1,751.6,108.5135135,x4,2006
0,38,2,1,751.6,108.5135135,x4,2006
0,2,1,1,751.6,108.5135135,x4,2006
0,5,1,1,591.82,123.3793103,x4,2008
0,2,6,0,981.53,117.3225806,x4,2008
0,22,6,0,981.53,117.3225806,x4,2008
0,6,6,0,981.53,117.3225806,x4,2008
0,6,6,0,751.6,108.5135135,x4,2006
0,22,6,0,751.6,108.5135135,x4,2006
0,6,6,0,751.6,108.5135135,x4,2006
0,73,3,0,792.31,112.0285714,x4,2007
0,6,3,0,792.31,112.0285714,x4,2007
0,73,3,1,907.22,104.4871795,x4,2006
0,1,1,0,792.31,112.0285714,x4,2007
0,3,1,1,591.82,123.3793103,x4,2008
0,1,1,1,981.53,117.3225806,x4,2008
0,1,1,0,591.82,123.3793103,x4,2008
0,1,1,1,591.82,123.3793103,x4,2008
0,6,3,0,792.31,112.0285714,x4,2007
0,11,3,0,792.31,112.0285714,x4,2007
0,2,3,0,792.31,112.0285714,x4,2007
0,0,1,1,1028.83,127.5357143,x4,2008
0,1,6,0,1121.34,114.34375,x4,2007
0,3,6,0,1121.34,114.34375,x4,2007
0,1,6,1,376.44,106.3947368,x4,2006
0,2,6,1,376.44,106.3947368,x4,2006
0,1,6,1,376.44,106.3947368,x4,2006
0,3,6,1,376.44,106.3947368,x4,2006
0,3,2,0,751.6,108.5135135,x4,2006
0,3,2,0,751.6,108.5135135,x4,2006
